Año;tipo_eleccion;region_id;territorio;pacto;subpacto;partido;partido_asociado;candidato;sexo;edad;estado_servel;estado_candidatura
2013;PRESIDENCIAL;;NACIONAL;;;PARTIDO ECOLOGISTA VERDE;;SFEIR YOUNIS ALFREDO;HOMBRE;66;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;PRESIDENCIAL;;NACIONAL;;;PARTIDO SOCIALISTA DE CHILE;;BACHELET JERIA MICHELLE;MUJER;62;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;PRESIDENCIAL;;NACIONAL;;;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;ISRAEL ZIPPER RICARDO;HOMBRE;63;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;PRESIDENCIAL;;NACIONAL;;;INDEPENDIENTE;;PARISI FERNANDEZ FRANCO ALDO;HOMBRE;46;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;PRESIDENCIAL;;NACIONAL;;;INDEPENDIENTE;;JOCELYN-HOLT LETELIER TOMAS;HOMBRE;50;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;PRESIDENCIAL;;NACIONAL;;;UNION DEMOCRATA INDEPENDIENTE;;MATTHEI FORNET EVELYN;MUJER;60;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;PRESIDENCIAL;;NACIONAL;;;PARTIDO HUMANISTA;;CLAUDE REYES MARCEL;HOMBRE;56;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;PRESIDENCIAL;;NACIONAL;;;PARTIDO IGUALDAD;;MIRANDA MENESES ROXANA;MUJER;46;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;PRESIDENCIAL;;NACIONAL;;;PARTIDO PROGRESISTA;;ENRIQUEZ-OMINAMI GUMUCIO MARCO;HOMBRE;40;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;2;Circunscripción Senatorial 2;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;ROJAS MOLINA MANUEL ERNESTO;HOMBRE;54;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;2;Circunscripción Senatorial 2;CANDIDATURA INDEPENDIENTE;;INDEPENDIENTE;;CANTERO OJEDA CARLOS;HOMBRE;57;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;2;Circunscripción Senatorial 2;CANDIDATURA INDEPENDIENTE;;INDEPENDIENTE;;GUEVARA CORTES DANIEL;HOMBRE;41;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;2;Circunscripción Senatorial 2;NUEVA CONSTITUCION PARA CHILE;;INDEPENDIENTE;;ORREGO HENRIQUEZ JIMENA ESTRELLA;MUJER;46;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;2;Circunscripción Senatorial 2;NUEVA MAYORIA;;INDEPENDIENTE;;ARAYA GUERRERO PEDRO;HOMBRE;39;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;2;Circunscripción Senatorial 2;NUEVA MAYORIA;;INDEPENDIENTE;;GUILLIER ALVAREZ ALEJANDRO;HOMBRE;60;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;2;Circunscripción Senatorial 2;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;CONTRERAS BRAÑA GISELA;MUJER;37;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;4;Circunscripción Senatorial 4;ALIANZA;;RENOVACION NACIONAL;;BERTOLINO RENDIC MARIO;HOMBRE;59;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;4;Circunscripción Senatorial 4;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;URIARTE HERRERA GONZALO;HOMBRE;48;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;4;Circunscripción Senatorial 4;NUEVA MAYORIA;;PARTIDO DEMOCRATA CRISTIANO;;PIZARRO SOTO JORGE;HOMBRE;61;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;4;Circunscripción Senatorial 4;NUEVA MAYORIA;;PARTIDO POR LA DEMOCRACIA;;MUÑOZ D'ALBORA ADRIANA;MUJER;65;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;4;Circunscripción Senatorial 4;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;VEGA GONZALEZ LUIS;HOMBRE;51;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;6;Circunscripción Senatorial 9;ALIANZA;;RENOVACION NACIONAL;;CARDEMIL HERRERA ALBERTO;HOMBRE;68;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;6;Circunscripción Senatorial 9;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;GARCIA-HUIDOBRO SANFUENTES ALEJANDRO;HOMBRE;61;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;6;Circunscripción Senatorial 9;NUEVA MAYORIA;;PARTIDO DEMOCRATA CRISTIANO;;LATORRE CARMONA JUAN CARLOS;HOMBRE;64;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;6;Circunscripción Senatorial 9;NUEVA MAYORIA;;PARTIDO SOCIALISTA DE CHILE;;LETELIER MOREL JUAN PABLO;HOMBRE;52;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;6;Circunscripción Senatorial 9;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;GARCIA MERINO LUIS FELIPE;HOMBRE;61;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;8;Circunscripción Senatorial 12;ALIANZA;;INDEPENDIENTE;;CONTESSE GONZALEZ DANIEL;HOMBRE;67;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;8;Circunscripción Senatorial 12;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;VAN RYSSELBERGHE HERRERA JACQUELINE;MUJER;48;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;8;Circunscripción Senatorial 12;NUEVA CONSTITUCION PARA CHILE;;PARTIDO ECOLOGISTA VERDE;;GONZALEZ GATICA GRACIELA;MUJER;44;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;8;Circunscripción Senatorial 12;NUEVA CONSTITUCION PARA CHILE;;PARTIDO IGUALDAD;;SANDOVAL OJEDA JAVIER;HOMBRE;43;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;8;Circunscripción Senatorial 12;NUEVA MAYORIA;;MOVIMIENTO AMPLIO SOCIAL;;NAVARRO BRAIN ALEJANDRO;HOMBRE;54;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;8;Circunscripción Senatorial 12;NUEVA MAYORIA;;PARTIDO SOCIALISTA DE CHILE;;ESCALONA MEDINA CAMILO;HOMBRE;58;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;8;Circunscripción Senatorial 12;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;MUÑOZ GUTIERREZ LORETO;MUJER;54;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;8;Circunscripción Senatorial 12;SI TU QUIERES, CHILE CAMBIA;;INDEPENDIENTE;;GARAY PITA RAFAEL EDUARDO;HOMBRE;37;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;8;Circunscripción Senatorial 12;SI TU QUIERES, CHILE CAMBIA;;INDEPENDIENTE;;VASQUEZ VARELA OSMAN LENIN;HOMBRE;42;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;8;Circunscripción Senatorial 13;ALIANZA;;RENOVACION NACIONAL;;OYARCE SUAZO ROSA;MUJER;56;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;8;Circunscripción Senatorial 13;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;PEREZ VARELA VICTOR;HOMBRE;59;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;8;Circunscripción Senatorial 13;CANDIDATURA INDEPENDIENTE;;INDEPENDIENTE;;CARRASCO FRAY JUANITA ODETT;MUJER;64;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;8;Circunscripción Senatorial 13;NUEVA CONSTITUCION PARA CHILE;;INDEPENDIENTE;;SEGUEL SAN MARTIN HECTOR JOAQUIN;HOMBRE;57;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;8;Circunscripción Senatorial 13;NUEVA MAYORIA;;PARTIDO DEMOCRATA CRISTIANO;;SABAG CASTILLO HOSAIN;HOMBRE;76;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;8;Circunscripción Senatorial 13;NUEVA MAYORIA;;PARTIDO POR LA DEMOCRACIA;;HARBOE BASCUÑAN FELIPE;HOMBRE;41;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;10;Circunscripción Senatorial 17;ALIANZA;;RENOVACION NACIONAL;;KUSCHEL SILVA CARLOS IGNACIO;HOMBRE;60;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;10;Circunscripción Senatorial 17;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;MOREIRA BARROS IVAN;HOMBRE;56;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;10;Circunscripción Senatorial 17;NUEVA MAYORIA;;PARTIDO DEMOCRATA CRISTIANO;;ASCENCIO MANSILLA GABRIEL;HOMBRE;60;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;10;Circunscripción Senatorial 17;NUEVA MAYORIA;;PARTIDO SOCIALISTA DE CHILE;;QUINTEROS LARA RABINDRANATH;HOMBRE;70;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;12;Circunscripción Senatorial 19;ALIANZA;;INDEPENDIENTE;;BERGER DEMPSTER FRANCISCO;HOMBRE;51;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;12;Circunscripción Senatorial 19;ALIANZA;;INDEPENDIENTE;;MARINOVIC SOLO DE ZALDIVAR MIODRAG;HOMBRE;46;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;12;Circunscripción Senatorial 19;CANDIDATURA INDEPENDIENTE;;INDEPENDIENTE;;BIANCHI CHELECH CARLOS;HOMBRE;53;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;12;Circunscripción Senatorial 19;CANDIDATURA INDEPENDIENTE;;INDEPENDIENTE;;TAPIA OGEDA SERGIO NELSON;HOMBRE;64;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;12;Circunscripción Senatorial 19;NUEVA MAYORIA;;PARTIDO DEMOCRATA CRISTIANO;;GOIC BOROEVIC CAROLINA;MUJER;40;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;12;Circunscripción Senatorial 19;NUEVA MAYORIA;;PARTIDO SOCIALISTA DE CHILE;;MUÑOZ ABURTO PEDRO;HOMBRE;69;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 7;ALIANZA;;RENOVACION NACIONAL;;ALLAMAND ZAVALA ANDRES;HOMBRE;57;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 7;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;ZALAQUETT SAID PABLO;HOMBRE;50;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 7;NUEVA CONSTITUCION PARA CHILE;;INDEPENDIENTE;;GUTIERREZ GONZALEZ EDUARDO;HOMBRE;62;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 7;NUEVA CONSTITUCION PARA CHILE;;PARTIDO IGUALDAD;;FLORES RAMIREZ SERGIO ENRIQUE;HOMBRE;55;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 7;NUEVA MAYORIA;;PARTIDO DEMOCRATA CRISTIANO;;UNDURRAGA VICUÑA ALBERTO;HOMBRE;44;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 7;NUEVA MAYORIA;;PARTIDO POR LA DEMOCRACIA;;GIRARDI LAVIN GUIDO;HOMBRE;52;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 7;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;ALFSEN OVANDO WILFREDO;HOMBRE;64;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 7;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;MUÑOZ FLORES CARLOS ALBERTO;HOMBRE;37;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 8;ALIANZA;;INDEPENDIENTE;;GOLBORNE RIVEROS LAURENCE;HOMBRE;52;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 8;ALIANZA;;RENOVACION NACIONAL;;OSSANDON IRARRAZABAL MANUEL JOSE;HOMBRE;51;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 8;NUEVA CONSTITUCION PARA CHILE;;INDEPENDIENTE;;RENDON ESCOBAR LUIS MARIANO;HOMBRE;50;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 8;NUEVA CONSTITUCION PARA CHILE;;PARTIDO IGUALDAD;;CARRASCO MORA IVAN;HOMBRE;43;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 8;NUEVA MAYORIA;;PARTIDO DEMOCRATA CRISTIANO;;ALVEAR VALENZUELA SOLEDAD;MUJER;63;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 8;NUEVA MAYORIA;;PARTIDO SOCIALISTA DE CHILE;;MONTES CISTERNAS CARLOS;HOMBRE;67;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 8;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;GUZMAN SINKOVICH PATRICIO GUSTAVO;HOMBRE;56;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 8;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;OSSA LAGARRIGUE JUAN GUILLERMO;HOMBRE;60;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 8;SI TU QUIERES, CHILE CAMBIA;;INDEPENDIENTE;;CARREÑO FRAILE JOSE ANTONIO;HOMBRE;36;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;13;Circunscripción Senatorial 8;SI TU QUIERES, CHILE CAMBIA;;INDEPENDIENTE;;SILVA CUADRA ESTEBAN VALERIO;HOMBRE;49;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;14;Circunscripción Senatorial 16;ALIANZA;;RENOVACION NACIONAL;;SCHULTZ OETTINGER FERNANDO ANDRES;HOMBRE;46;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;14;Circunscripción Senatorial 16;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;VON BAER JAHN ENA;MUJER;38;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;14;Circunscripción Senatorial 16;CANDIDATURA INDEPENDIENTE;;INDEPENDIENTE;;ARAVENA RETAMAL ALEJANDRO;HOMBRE;49;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;14;Circunscripción Senatorial 16;NUEVA CONSTITUCION PARA CHILE;;INDEPENDIENTE;;CANDIA OAKLEY DULCELINA YOLANDA ISABEL;MUJER;51;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;14;Circunscripción Senatorial 16;NUEVA MAYORIA;;PARTIDO COMUNISTA DE CHILE;;MARDONES RIQUELME ABERNEGO;HOMBRE;64;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;14;Circunscripción Senatorial 16;NUEVA MAYORIA;;PARTIDO SOCIALISTA DE CHILE;;DE URRESTI LONGTON ALFONSO;HOMBRE;47;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;SENADORES;14;Circunscripción Senatorial 16;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;MUÑOZ FIGUEROA RODRIGO;HOMBRE;50;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;1;Distrito Electoral 2;ALIANZA;;RENOVACION NACIONAL;;JOFRE NUÑEZ NESTOR;HOMBRE;66;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;1;Distrito Electoral 2;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;TRISOTTI MARTINEZ RENZO;HOMBRE;37;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;1;Distrito Electoral 2;CANDIDATURA INDEPENDIENTE;;INDEPENDIENTE;;ISASI BARBIERI MARTA ELIANA;MUJER;47;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;1;Distrito Electoral 2;NUEVA MAYORIA;;PARTIDO COMUNISTA DE CHILE;;GUTIERREZ GALVEZ HUGO;HOMBRE;52;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;1;Distrito Electoral 2;NUEVA MAYORIA;;PARTIDO RADICAL SOCIALDEMOCRATA;;LIENDO SALAS JUAN CARLOS;HOMBRE;49;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;1;Distrito Electoral 2;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;CORRALES VILLALOBOS LUIS ALBERTO;HOMBRE;61;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;1;Distrito Electoral 2;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;FUENTES MANRIQUEZ CRISTIAN;HOMBRE;26;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;1;Distrito Electoral 2;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;TICUNA VILCA HECTOR CARLOS;HOMBRE;41;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;1;Distrito Electoral 2;SI TU QUIERES, CHILE CAMBIA;;PARTIDO PROGRESISTA;;JAMETT PIZARRO CRISTIAN ANDRES;HOMBRE;36;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;2;Distrito Electoral 3;ALIANZA;;RENOVACION NACIONAL;;AGUSTO PEREZ DANIEL;HOMBRE;37;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;2;Distrito Electoral 3;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;WARD EDWARDS FELIPE;HOMBRE;41;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;2;Distrito Electoral 3;NUEVA CONSTITUCION PARA CHILE;;INDEPENDIENTE;;HEVIA GARRIDO BERNARDO;HOMBRE;52;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;2;Distrito Electoral 3;NUEVA CONSTITUCION PARA CHILE;;INDEPENDIENTE;;REYES ARAYA WILSON MANUEL;HOMBRE;46;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;2;Distrito Electoral 3;NUEVA MAYORIA;;PARTIDO COMUNISTA DE CHILE;;CUEVAS ZAMBRANO CRISTIAN;HOMBRE;46;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;2;Distrito Electoral 3;NUEVA MAYORIA;;PARTIDO RADICAL SOCIALDEMOCRATA;;ESPINOSA MONARDES MARCOS;HOMBRE;51;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;2;Distrito Electoral 3;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;ONELL ARACENA PABLO;HOMBRE;33;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;2;Distrito Electoral 3;SI TU QUIERES, CHILE CAMBIA;;PARTIDO PROGRESISTA;;CONTRERAS RIVERA LUIS ARMANDO;HOMBRE;45;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;2;Distrito Electoral 4;ALIANZA;;RENOVACION NACIONAL;;NUÑEZ URRUTIA PAULINA;MUJER;30;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;2;Distrito Electoral 4;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;PORTILLA BARRAZA ESLAYNE DAVID;HOMBRE;40;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;2;Distrito Electoral 4;CANDIDATURA INDEPENDIENTE;;INDEPENDIENTE;;FERNANDEZ SLATER ALVARO FERNANDO;HOMBRE;57;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;2;Distrito Electoral 4;NUEVA CONSTITUCION PARA CHILE;;INDEPENDIENTE;;ACUÑA CHAVEZ GUILLERMO ANTONIO;HOMBRE;49;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;2;Distrito Electoral 4;NUEVA MAYORIA;;PARTIDO DEMOCRATA CRISTIANO;;VOLTA VALENCIA VALENTIN;HOMBRE;49;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;2;Distrito Electoral 4;NUEVA MAYORIA;;PARTIDO RADICAL SOCIALDEMOCRATA;;HERNANDO PEREZ MARCELA XIMENA;MUJER;53;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;2;Distrito Electoral 4;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;ABARCA ARAYA MIGUEL ANGEL;HOMBRE;29;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;2;Distrito Electoral 4;SI TU QUIERES, CHILE CAMBIA;;INDEPENDIENTE;;VELASQUEZ RAMIREZ JONATHAN RODRIGO;HOMBRE;38;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;2;Distrito Electoral 4;SI TU QUIERES, CHILE CAMBIA;;PARTIDO PROGRESISTA;;MANRIQUEZ PICCININI ALEJANDRO;HOMBRE;39;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;3;Distrito Electoral 5;ALIANZA;;RENOVACION NACIONAL;;VIOLIC ASTORGA BALDO;HOMBRE;34;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;3;Distrito Electoral 5;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;VILCHES GUZMAN CARLOS;HOMBRE;69;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;3;Distrito Electoral 5;NUEVA MAYORIA;;INDEPENDIENTE;;CICARDINI MILLA DANIELLA;MUJER;25;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;3;Distrito Electoral 5;NUEVA MAYORIA;;PARTIDO COMUNISTA DE CHILE;;CARMONA SOTO LAUTARO;HOMBRE;61;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;3;Distrito Electoral 5;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;ROGER BARROS ALEXIS MAURICIO;HOMBRE;36;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;3;Distrito Electoral 5;SI TU QUIERES, CHILE CAMBIA;;PARTIDO PROGRESISTA;;EWERT DAZA FEDERICO FERNANDO;HOMBRE;54;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;3;Distrito Electoral 5;SI TU QUIERES, CHILE CAMBIA;;PARTIDO PROGRESISTA;;MACIAS URIZAR PAULO CESAR;HOMBRE;36;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;3;Distrito Electoral 6;ALIANZA;;RENOVACION NACIONAL;;URQUIETA GARCIA PATRICIO;HOMBRE;31;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;3;Distrito Electoral 6;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;CALDERON BASSI GIOVANNI;HOMBRE;42;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
