Año;tipo_eleccion;region_id;territorio;pacto;subpacto;partido;partido_asociado;candidato;sexo;edad;estado_servel;estado_candidatura
2013;DIPUTADOS;10;Distrito Electoral 57;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;VUKASOVIC MONTT CAROL PAULINA;MUJER;40;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;10;Distrito Electoral 57;SI TU QUIERES, CHILE CAMBIA;;INDEPENDIENTE;;VALENZUELA OYARZO GONZALO MIGUEL;HOMBRE;26;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;10;Distrito Electoral 58;ALIANZA;;RENOVACION NACIONAL;;SANTANA TIRACHINI ALEJANDRO;HOMBRE;48;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;10;Distrito Electoral 58;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;SANTIAGO LIVESEY PABLO;HOMBRE;40;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;10;Distrito Electoral 58;NUEVA CONSTITUCION PARA CHILE;;INDEPENDIENTE;;BAHAMONDE BRINTRUP VICTOR HUGO;HOMBRE;28;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;10;Distrito Electoral 58;NUEVA MAYORIA;;PARTIDO DEMOCRATA CRISTIANO;;HENRIQUEZ SANDOVAL MAURICIO;HOMBRE;41;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;10;Distrito Electoral 58;NUEVA MAYORIA;;PARTIDO SOCIALISTA DE CHILE;;ALVAREZ VERA JENNY;MUJER;39;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;10;Distrito Electoral 58;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;DIAZ LIPSKI HERIBERTO FEDERICO;HOMBRE;57;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;10;Distrito Electoral 58;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;GARCES REMOLCOY SUSANA DE LOURDES;MUJER;34;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;10;Distrito Electoral 58;SI TU QUIERES, CHILE CAMBIA;;INDEPENDIENTE;;OYARZO ZUÑIGA MARIA GLADIS;MUJER;57;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;11;Distrito Electoral 59;ALIANZA;;RENOVACION NACIONAL;;HORVATH GUTIERREZ ANTONIO;HOMBRE;37;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;11;Distrito Electoral 59;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;SANDOVAL PLAZA DAVID SERGIO;HOMBRE;61;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;11;Distrito Electoral 59;CANDIDATURA INDEPENDIENTE;;INDEPENDIENTE;;TORRES DELGADO CLAUDIA ANDREA;MUJER;39;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;11;Distrito Electoral 59;NUEVA MAYORIA;;INDEPENDIENTE;;FUENTES CASTILLO IVAN;HOMBRE;46;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;11;Distrito Electoral 59;NUEVA MAYORIA;;PARTIDO SOCIALISTA DE CHILE;;BETANCOURT GALLEGOS VIVIANA;MUJER;50;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;11;Distrito Electoral 59;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;ACEVEDO RIVERA VICTOR MANUEL;HOMBRE;60;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;11;Distrito Electoral 59;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;ALINCO BUSTOS RENE OSVALDO;HOMBRE;55;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;12;Distrito Electoral 60;ALIANZA;;INDEPENDIENTE;;AMAR MANCILLA SANDRA HAYDEE;MUJER;57;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;12;Distrito Electoral 60;ALIANZA;;RENOVACION NACIONAL;;VILICIC PEÑA GLORIA GERONIMA;MUJER;60;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;12;Distrito Electoral 60;CANDIDATURA INDEPENDIENTE;;INDEPENDIENTE;;BIANCHI RETAMALES KARIM;HOMBRE;30;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;12;Distrito Electoral 60;CANDIDATURA INDEPENDIENTE;;INDEPENDIENTE;;BORIC FONT GABRIEL;HOMBRE;27;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;12;Distrito Electoral 60;CANDIDATURA INDEPENDIENTE;;INDEPENDIENTE;;UTZ CONTRERAS RODRIGO;HOMBRE;48;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;12;Distrito Electoral 60;NUEVA MAYORIA;;PARTIDO DEMOCRATA CRISTIANO;;MORANO CORNEJO JUAN ENRIQUE;HOMBRE;61;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;12;Distrito Electoral 60;NUEVA MAYORIA;;PARTIDO POR LA DEMOCRACIA;;RUBILAR RUIZ DOMINGO;HOMBRE;46;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;12;Distrito Electoral 60;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;IVELIC SUAREZ JORGE PATRICIO;HOMBRE;56;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;12;Distrito Electoral 60;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;NOVAKOVIC KALASICH MARGARITA;MUJER;67;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 16;ALIANZA;;RENOVACION NACIONAL;;ROJAS MENDOZA LORENA;MUJER;39;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 16;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;MELERO ABAROA PATRICIO;HOMBRE;57;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 16;NUEVA CONSTITUCION PARA CHILE;;INDEPENDIENTE;;REYES VILLEGAS DANIELA;MUJER;28;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 16;NUEVA CONSTITUCION PARA CHILE;;INDEPENDIENTE;;TORRES SALAZAR NELIDA;MUJER;58;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 16;NUEVA MAYORIA;;INDEPENDIENTE;;ROVIRA SOTO GONZALO;HOMBRE;53;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 16;NUEVA MAYORIA;;PARTIDO DEMOCRATA CRISTIANO;;SILBER ROMO GABRIEL;HOMBRE;37;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 16;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;OLIVARES SEPULVEDA RAUL;HOMBRE;48;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 16;SI TU QUIERES, CHILE CAMBIA;;INDEPENDIENTE;;VALENZUELA VARGAS JUAN ENRIQUE;HOMBRE;78;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 16;SI TU QUIERES, CHILE CAMBIA;;PARTIDO PROGRESISTA;;MALDONADO OLIVARES RICARDO;HOMBRE;49;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 17;ALIANZA;;RENOVACION NACIONAL;;RUBILAR BARAHONA KARLA;MUJER;36;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 17;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;CARVACHO SAEZ RUBEN;HOMBRE;32;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 17;CANDIDATURA INDEPENDIENTE;;INDEPENDIENTE;;JOFRE RIVANO PABLO;HOMBRE;48;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 17;NUEVA CONSTITUCION PARA CHILE;;INDEPENDIENTE;;SEPULVEDA ROJAS ANDRES EUGENIO;HOMBRE;35;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 17;NUEVA CONSTITUCION PARA CHILE;;PARTIDO IGUALDAD;;ROSALES VARGAS JORGE EDUARDO;HOMBRE;40;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 17;NUEVA MAYORIA;;PARTIDO DEMOCRATA CRISTIANO;;BURMEISTER LOBATO JOSE;HOMBRE;36;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 17;NUEVA MAYORIA;;PARTIDO POR LA DEMOCRACIA;;FARCAS GUENDELMAN DANIEL ALEJANDRO;HOMBRE;50;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 17;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;CASTILLO DUVAUCHELLE MARCELO;HOMBRE;50;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 17;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;URZUA ARREDONDO LUIS ALBERTO;HOMBRE;55;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 17;SI TU QUIERES, CHILE CAMBIA;;PARTIDO PROGRESISTA;;CUELLAR GODOY CAROLL;MUJER;34;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 17;SI TU QUIERES, CHILE CAMBIA;;PARTIDO PROGRESISTA;;JIMENEZ PEREZ ROLANDO;HOMBRE;53;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 18;ALIANZA;;RENOVACION NACIONAL;;MONCKEBERG DIAZ NICOLAS;HOMBRE;40;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 18;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;ESCOBAR ESCOBAR DANIEL;HOMBRE;47;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 18;NUEVA CONSTITUCION PARA CHILE;;PARTIDO IGUALDAD;;LISPERGUER SANCHEZ CARLOS;HOMBRE;53;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 18;NUEVA MAYORIA;;MOVIMIENTO AMPLIO SOCIAL;;PALACIOS AUSPONT RAUL ANDRES;HOMBRE;33;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 18;NUEVA MAYORIA;;PARTIDO POR LA DEMOCRACIA;;GIRARDI LAVIN CRISTINA;MUJER;51;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 18;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;LOPEZ BALDOMA JUAN;HOMBRE;59;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 18;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;TORRES DE LA BARRA ALEJANDRO;HOMBRE;45;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 18;SI TU QUIERES, CHILE CAMBIA;;INDEPENDIENTE;;SAN MARTIN FLORES IVAN GERARDO;HOMBRE;49;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 18;SI TU QUIERES, CHILE CAMBIA;;PARTIDO PROGRESISTA;;NUÑEZ SERRANO ORIELE MARIA EUGENIA;MUJER;50;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 19;ALIANZA;;RENOVACION NACIONAL;;CUEVAS ROSSELOT EDUARDO;HOMBRE;40;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 19;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;NOGUEIRA FERNANDEZ CLAUDIA;MUJER;43;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 19;NUEVA CONSTITUCION PARA CHILE;;INDEPENDIENTE;;COFRE PINTO ROBERTO;HOMBRE;27;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 19;NUEVA MAYORIA;;PARTIDO COMUNISTA DE CHILE;;CARIOLA OLIVA KAROL;MUJER;26;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 19;NUEVA MAYORIA;;PARTIDO POR LA DEMOCRACIA;;SANTELICES ALTAMIRANO OSCAR;HOMBRE;54;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 19;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;MENDEZ ROJAS CLAUDIO;HOMBRE;28;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 19;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;PURAN PURAN EDUARD PATRICIO;HOMBRE;38;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 19;SI TU QUIERES, CHILE CAMBIA;;PARTIDO PROGRESISTA;;SAZO BOLBARAN GALVARINO ANDRES;HOMBRE;35;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 19;SI TU QUIERES, CHILE CAMBIA;;PARTIDO PROGRESISTA;;VALDES VALENCIA JUAN FRANCISCO;HOMBRE;35;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 20;ALIANZA;;RENOVACION NACIONAL;;ALMENDARES CALDERON ALEJANDRO;HOMBRE;55;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 20;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;LAVIN LEON JOAQUIN;HOMBRE;34;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 20;NUEVA CONSTITUCION PARA CHILE;;PARTIDO IGUALDAD;;FUENTES SOTO JOSE;HOMBRE;55;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 20;NUEVA MAYORIA;;PARTIDO COMUNISTA DE CHILE;;PIZARRO SIERRA LORENA;MUJER;47;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 20;NUEVA MAYORIA;;PARTIDO POR LA DEMOCRACIA;;AUTH STEWART PEPE;HOMBRE;56;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 20;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;MIX JIMENEZ CLAUDIA NATHALIE;MUJER;44;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 20;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;MUÑOZ SAN MARTIN JULIO;HOMBRE;46;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 20;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;BURGOS LEON NATALIA;MUJER;34;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 20;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;INFANTE ALCAINO ESTEBAN;HOMBRE;49;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 20;SI TU QUIERES, CHILE CAMBIA;;INDEPENDIENTE;;ALVAREZ AGUILAR MARIA TERESA;MUJER;48;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 20;SI TU QUIERES, CHILE CAMBIA;;PARTIDO PROGRESISTA;;LAGOS MIRANDA CAMILO;HOMBRE;39;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 21;ALIANZA;;RENOVACION NACIONAL;;SABAT FERNANDEZ MARCELA;MUJER;32;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 21;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;LABBE MARTINEZ JOSE;HOMBRE;32;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 21;CANDIDATURA INDEPENDIENTE;;INDEPENDIENTE;;FIGUEROA CERDA FRANCISCO;HOMBRE;27;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 21;NUEVA CONSTITUCION PARA CHILE;;PARTIDO ECOLOGISTA VERDE;;VILLARROEL NOVOA CRISTIAN ORLANDO;HOMBRE;38;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 21;NUEVA CONSTITUCION PARA CHILE;;PARTIDO IGUALDAD;;ROMAN ANDOÑE RODRIGO;HOMBRE;42;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 21;NUEVA MAYORIA;;PARTIDO DEMOCRATA CRISTIANO;;PAVLOVIC JELDRES SEBASTIAN;HOMBRE;38;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 21;NUEVA MAYORIA;;PARTIDO SOCIALISTA DE CHILE;;FERNANDEZ ALLENDE MAYA;MUJER;42;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 22;ALIANZA;;INDEPENDIENTE;;KAST SOMMERHOFF FELIPE;HOMBRE;36;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 22;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;ZALAQUETT SAID MONICA;MUJER;51;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 22;CANDIDATURA INDEPENDIENTE;;INDEPENDIENTE;;JACKSON DRAGO GIORGIO;HOMBRE;26;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 22;NUEVA CONSTITUCION PARA CHILE;;PARTIDO IGUALDAD;;CONTRERAS MARIN EDUARDO FRANCISCO;HOMBRE;46;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 22;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;GONZALEZ OJEDA OCTAVIO ENRIQUE;HOMBRE;38;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 22;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;ORELLANA ALVAREZ CRISTIAN;HOMBRE;21;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 22;SI TU QUIERES, CHILE CAMBIA;;INDEPENDIENTE;;NUÑEZ MESQUIDA RONY ESTEBAN;HOMBRE;35;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 22;SI TU QUIERES, CHILE CAMBIA;;INDEPENDIENTE;;SCHILLING FUENZALIDA MARIO TOMAS;HOMBRE;44;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 23;ALIANZA;;RENOVACION NACIONAL;;MONCKEBERG BRUNER CRISTIAN;HOMBRE;45;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 23;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;SILVA MENDEZ ERNESTO;HOMBRE;38;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 23;NUEVA CONSTITUCION PARA CHILE;;INDEPENDIENTE;;HORMAZABAL CEPEDA CRISTIAN;HOMBRE;37;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 23;NUEVA CONSTITUCION PARA CHILE;;PARTIDO IGUALDAD;;HERRERA ORTIZ ATILIO;HOMBRE;33;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 23;NUEVA MAYORIA;;PARTIDO DEMOCRATA CRISTIANO;;SICHEL RAMIREZ SEBASTIAN IGLESIAS;HOMBRE;36;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 23;NUEVA MAYORIA;;PARTIDO POR LA DEMOCRACIA;;ACCORSI OPAZO ENRIQUE;HOMBRE;65;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 23;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;VALENZUELA MAUREIRA CATALINA;MUJER;36;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 23;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;;BLASET PEREZ LUCAS;HOMBRE;25;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 23;SI TU QUIERES, CHILE CAMBIA;;PARTIDO PROGRESISTA;;MORALES ERRAZURIZ PATRICIA;MUJER;35;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 23;SI TU QUIERES, CHILE CAMBIA;;PARTIDO PROGRESISTA;;STAGER RUIZ BEATRIZ VIOLETA;MUJER;41;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 24;ALIANZA;;RENOVACION NACIONAL;;DEL REAL MIHOVILOVIC CATALINA;MUJER;45;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 24;ALIANZA;;UNION DEMOCRATA INDEPENDIENTE;;KAST RIST JOSE ANTONIO;HOMBRE;47;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 24;NUEVA CONSTITUCION PARA CHILE;;PARTIDO IGUALDAD;;REYES GUASTA ANTONIO ALFREDO;HOMBRE;62;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 24;NUEVA CONSTITUCION PARA CHILE;;PARTIDO IGUALDAD;;TORO CEPEDA VIRJINIA;MUJER;50;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 24;NUEVA MAYORIA;;PARTIDO DEMOCRATA CRISTIANO;;PILOWSKY GREENE JAIME;HOMBRE;47;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 24;NUEVA MAYORIA;;PARTIDO POR LA DEMOCRACIA;;JEAME BARRUETO VICTOR;HOMBRE;60;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
2013;DIPUTADOS;13;Distrito Electoral 24;PARTIDO HUMANISTA;;PARTIDO HUMANISTA;;ALARCON ROJAS RAUL FLORCITA;HOMBRE;68;ACEPTADA POR EL SERVEL;INSCRITO EN EL REGISTRO ESPECIAL
